CustomerIndex,ActualChurn,ChurnProbability,PredictedChurn
3311,0,0.1389751241790782,0
3358,0,0.005987696514012303,0
4230,0,0.24244714546090307,0
1007,0,0.19567156220202386,0
3548,0,0.1740576133671201,0
8,0,0.3543616276412158,0
4468,0,0.0975596177497509,0
3326,1,0.8096527209556302,1
2966,0,0.3728755140164933,0
165,0,0.28886607503994827,0
1258,0,0.1172316399793363,0
910,0,0.4362189256714704,0
1151,0,0.09517826955521,0
2280,0,0.22162243149291036,0
3788,1,0.5012790786937722,1
1721,0,0.028926365239203892,0
3445,1,0.3119005303376107,0
4791,0,0.2777871926776651,0
3615,0,0.8025605917099958,1
1434,1,0.7079282251912623,1
4729,0,0.29410329334382035,0
1221,0,0.3893992390159044,0
617,1,0.5512019975954515,1
835,1,0.7369018892037744,1
4081,1,0.8168045143534617,1
4432,0,0.41157205177400175,0
1587,1,0.5473509851682234,1
3105,1,0.8096695529422595,1
4156,0,0.0734709406907825,0
4317,0,0.35019757561144815,0
2255,0,0.057830934343434344,0
2970,0,0.11582248260874169,0
2554,1,0.08118207120380681,0
736,0,0.19063741678870877,0
999,1,0.7008743822695217,1
2429,0,0.28447086400348226,0
3073,0,0.34852638802474095,0
3082,1,0.33347963827444266,0
3180,1,0.5143622098850545,1
3540,0,0.13933629836638414,0
2710,0,0.09329043687036345,0
3673,1,0.6241737946265722,1
3937,1,0.7543399326595699,1
4719,0,0.6945468420626837,1
1558,1,0.6908015729107013,1
3053,0,0.6201918986670266,1
1562,1,0.700522109883456,1
2148,0,0.18784604354659937,0
3427,0,0.2864849891767862,0
2541,0,0.10556729030775612,0
1262,1,0.8610157725810482,1
2339,0,0.1776221901909471,0
747,0,0.1313142290190192,0
436,1,0.1742365011281353,0
1886,0,0.0419531812427144,0
3416,1,0.8886102190772927,1
4114,0,0.06107155082714637,0
4143,1,0.2769023802000657,0
1790,0,0.0468657471396602,0
2351,1,0.1957070536129004,0
2823,1,0.9420476468429126,1
1459,0,0.05645272271588061,0
4388,0,0.062228868950170435,0
2660,0,0.6045929687033698,1
4336,1,0.406551638345047,0
3092,1,0.356285990759307,0
547,1,0.7806005311668156,1
1,1,0.4460561368882424,0
1802,0,0.5576296301817313,1
1681,0,0.8452425646332198,1
3764,1,0.8860236925497342,1
3505,0,0.04098191893960557,0
3675,0,0.166209569683882,0
4588,0,0.1462226642109959,0
3022,0,0.41252713149614545,0
1608,0,0.048595863619139486,0
4293,1,0.7824421846241468,1
2523,0,0.23938322330127856,0
4502,0,0.6679883786054509,1
3258,0,0.12843552140219042,0
3590,0,0.17145586157707438,0
4056,0,0.2769912057069171,0
